O*NET-SOC Code,Title,Example
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Temperature monitors
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Tongue and groove pliers
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Transplanting equipment
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Trenchers
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Trickle irrigators
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Tubing cutters
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Turbine water pumps
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Ultraviolet light UV water disinfection systems
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Utility forklifts
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Utility knives
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Water filters
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Water level monitors
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Water test kits
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Weedeaters
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Woodworking chisels
11-9021.00,Construction Managers,DroneDeploy
11-9021.00,Construction Managers,Fixed wing unmanned aerial vehicles UAV
11-9021.00,Construction Managers,Gas detection sensors
11-9021.00,Construction Managers,Laptop computers
11-9021.00,Construction Managers,Large-format scanners
11-9021.00,Construction Managers,Laser imaging detection and ranging LIDAR systems
11-9021.00,Construction Managers,Lasers
11-9021.00,Construction Managers,Levels
11-9021.00,Construction Managers,Multi-rotor unmanned aerial vehicles UAV
11-9021.00,Construction Managers,Personal computers
11-9021.00,Construction Managers,Pocket personal computers PC
11-9021.00,Construction Managers,RGB cameras
11-9021.00,Construction Managers,Thermal imaging cameras
11-9021.00,Construction Managers,Transit levels
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Compact digital cameras
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Computer laser printers
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Desktop computers
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Emergency first aid kits
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Laptop computers
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Laser facsimile machines
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Multi-line telephone systems
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Personal computers
11-9032.00,"Education Administrators, Kindergarten through Secondary",Desktop computers
11-9032.00,"Education Administrators, Kindergarten through Secondary",Digital projectors
11-9032.00,"Education Administrators, Kindergarten through Secondary",Fire alarm systems
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interactive whiteboards
11-9032.00,"Education Administrators, Kindergarten through Secondary",Laptop computers
11-9032.00,"Education Administrators, Kindergarten through Secondary",Multi-line telephone systems
11-9032.00,"Education Administrators, Kindergarten through Secondary",Personal computers
11-9032.00,"Education Administrators, Kindergarten through Secondary",Photocopying equipment
11-9032.00,"Education Administrators, Kindergarten through Secondary",Public address PA systems
11-9032.00,"Education Administrators, Kindergarten through Secondary",Security alarm systems
11-9032.00,"Education Administrators, Kindergarten through Secondary",Two way radios
11-9033.00,"Education Administrators, Postsecondary",Desktop computers
11-9033.00,"Education Administrators, Postsecondary",Laptop computers
11-9033.00,"Education Administrators, Postsecondary",Liquid crystal display LCD video projectors
11-9033.00,"Education Administrators, Postsecondary",Personal computers
11-9033.00,"Education Administrators, Postsecondary",Universal serial bus USB flash drives
11-9041.00,Architectural and Engineering Managers,Desktop computers
11-9041.00,Architectural and Engineering Managers,Drawing tablets
11-9041.00,Architectural and Engineering Managers,Notebook computers
11-9041.00,Architectural and Engineering Managers,Personal computers
11-9041.00,Architectural and Engineering Managers,Personal digital assistants PDA
11-9041.00,Architectural and Engineering Managers,Scanners
11-9041.00,Architectural and Engineering Managers,Tablet computers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Absorption equipment
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Autosamplers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Bioreactors
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Biosafety cabinets
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Desktop computers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Dissolved oxygen monitors
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Distillation equipment
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Extraction equipment
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Fermentation systems
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Flocculators
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Flow indicators
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Forced convection incubators
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Gas chromatograph mass spectrometers GC-MS
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Gas chromatographs GC
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Gel electrophoresis equipment
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Glass flasks
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,High pressure liquid chromatographs HPLC
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Inverted compound microscopes
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Laptop computers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Level indicators
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Mass spectrometers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Orbital incubating shakers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Personal computers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,pH indicators
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Polymerase chain reaction PCR equipment
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Pressure indicators
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Safety glasses
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Safety gloves
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Spectrophotometers
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Temperature probes
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Top-loading autoclaves
11-9051.00,Food Service Managers,Computerized cash registers
11-9051.00,Food Service Managers,Laser printers
11-9051.00,Food Service Managers,Notebook computers
11-9051.00,Food Service Managers,Personal computers
11-9051.00,Food Service Managers,Personal digital assistants PDA
11-9071.00,Gambling Managers,10-key calculators
11-9071.00,Gambling Managers,Desktop computers
11-9071.00,Gambling Managers,Laptop computers
11-9071.00,Gambling Managers,Multi-line telephone systems
11-9071.00,Gambling Managers,Personal computers
11-9071.00,Gambling Managers,Security alarm systems
11-9071.00,Gambling Managers,Two way radios
11-9071.00,Gambling Managers,Video surveillance systems
11-9081.00,Lodging Managers,10-key calculators
11-9081.00,Lodging Managers,Cash registers
11-9081.00,Lodging Managers,Credit card processing machines
11-9081.00,Lodging Managers,Desktop computers
11-9081.00,Lodging Managers,Handheld computers
11-9081.00,Lodging Managers,Laptop computers
11-9081.00,Lodging Managers,Multi-line telephone systems
11-9081.00,Lodging Managers,Personal computers
11-9081.00,Lodging Managers,Private automatic branch exchange PABX systems
11-9081.00,Lodging Managers,Voice mail systems
11-9111.00,Medical and Health Services Managers,Desktop computers
11-9111.00,Medical and Health Services Managers,Laptop computers
11-9111.00,Medical and Health Services Managers,Personal computers
11-9111.00,Medical and Health Services Managers,Scanners
11-9121.00,Natural Sciences Managers,Color plotters
11-9121.00,Natural Sciences Managers,Desktop computers
11-9121.00,Natural Sciences Managers,Laptop computers
11-9121.00,Natural Sciences Managers,Liquid crystal display LCD video projectors
11-9121.00,Natural Sciences Managers,Personal computers
11-9121.00,Natural Sciences Managers,Universal serial bus USB flash drives
11-9121.01,Clinical Research Coordinators,Digital video equipment
11-9121.01,Clinical Research Coordinators,Laptop computers
11-9121.01,Clinical Research Coordinators,Laser facsimile machines
11-9121.01,Clinical Research Coordinators,Personal computers
11-9121.01,Clinical Research Coordinators,Photocopiers
11-9121.01,Clinical Research Coordinators,Smartphones
11-9121.02,Water Resource Specialists,Automated water sampling equipment
11-9121.02,Water Resource Specialists,Binocular light compound microscopes
11-9121.02,Water Resource Specialists,Chlorine testers
11-9121.02,Water Resource Specialists,Desktop computers
11-9121.02,Water Resource Specialists,Digital pH meters
11-9121.02,Water Resource Specialists,Dissolved oxygen indicators
11-9121.02,Water Resource Specialists,Global positioning system GPS receivers
11-9121.02,Water Resource Specialists,Grab samplers
11-9121.02,Water Resource Specialists,Gravitational field indicators
11-9121.02,Water Resource Specialists,Laptop computers
11-9121.02,Water Resource Specialists,Laser facsimile machines
11-9121.02,Water Resource Specialists,Mobile radios
11-9121.02,Water Resource Specialists,Multi-line telephone systems
11-9121.02,Water Resource Specialists,Multiparameter water probes
11-9121.02,Water Resource Specialists,Nitrate meters
11-9121.02,Water Resource Specialists,Nitrite meters
11-9121.02,Water Resource Specialists,Personal computers
11-9121.02,Water Resource Specialists,Plankton nets
11-9121.02,Water Resource Specialists,Rain gauges
11-9121.02,Water Resource Specialists,Seines
11-9121.02,Water Resource Specialists,Stream flow gauges
11-9121.02,Water Resource Specialists,Temperature gauges
11-9121.02,Water Resource Specialists,Titrators
11-9121.02,Water Resource Specialists,Total dissolved solids TDS meters
11-9121.02,Water Resource Specialists,Total stations
11-9121.02,Water Resource Specialists,Turbidimeters
11-9121.02,Water Resource Specialists,Water conductivity testers
11-9121.02,Water Resource Specialists,Water flow meters
11-9121.02,Water Resource Specialists,Water quality test kits
11-9121.02,Water Resource Specialists,Water samplers
11-9131.00,Postmasters and Mail Superintendents,Barcode scanners
11-9131.00,Postmasters and Mail Superintendents,Computer data input scanners
11-9131.00,Postmasters and Mail Superintendents,Computer laser printers
11-9131.00,Postmasters and Mail Superintendents,Credit card machines
11-9131.00,Postmasters and Mail Superintendents,Date stamps
11-9131.00,Postmasters and Mail Superintendents,Digital postal scales
11-9131.00,Postmasters and Mail Superintendents,Electronic cash registers
11-9131.00,Postmasters and Mail Superintendents,Mail delivery trucks
11-9131.00,Postmasters and Mail Superintendents,Mail sorting equipment
11-9131.00,Postmasters and Mail Superintendents,Measuring tapes
11-9131.00,Postmasters and Mail Superintendents,Multiline telephone systems
11-9131.00,Postmasters and Mail Superintendents,Personal computers
11-9131.00,Postmasters and Mail Superintendents,Point of sale POS computer terminals
11-9131.00,Postmasters and Mail Superintendents,Postage canceling machines
11-9131.00,Postmasters and Mail Superintendents,Postage meters
11-9131.00,Postmasters and Mail Superintendents,Postage validation imprinters
11-9131.00,Postmasters and Mail Superintendents,Security alarm systems
11-9131.00,Postmasters and Mail Superintendents,Tablet computers
11-9131.00,Postmasters and Mail Superintendents,Time clocks
11-9131.00,Postmasters and Mail Superintendents,Video monitoring systems
11-9131.00,Postmasters and Mail Superintendents,Warning flares
11-9141.00,"Property, Real Estate, and Community Association Managers",10-key calculators
11-9141.00,"Property, Real Estate, and Community Association Managers",Computer laser printers
